日期,收盘,开盘,高,低,交易量,涨跌幅
2017年10月25日,2752.14 ,2753.93 ,"2,756.76","2,746.27",1.96B,-0.05%
2017年10月24日,2753.65 ,2732.94 ,"2,762.59","2,730.84",2.49B,0.71%
2017年10月23日,2734.37 ,2744.32 ,"2,747.00","2,732.63",1.95B,-0.12%
2017年10月20日,2737.64 ,2744.49 ,"2,746.23","2,733.72",1.61B,-0.67%
2017年10月19日,2756.04 ,2750.64 ,"2,756.04","2,743.13",2.86B,0.11%
2017年10月18日,2753.01 ,2725.67 ,"2,753.92","2,723.76",2.83B,1.08%
2017年10月17日,2723.53 ,2725.20 ,"2,734.31","2,716.40",1.80B,-0.11%
2017年10月16日,2726.64 ,2719.31 ,"2,741.10","2,715.05",2.56B,0.49%
2017年10月13日,2713.38 ,2716.00 ,"2,722.23","2,711.95",1.93B,-0.18%
2017年10月12日,2718.35 ,2706.42 ,"2,724.83","2,702.31",2.39B,0.40%
2017年10月11日,2707.52 ,2694.50 ,"2,717.33","2,692.77",2.46B,0.44%
2017年10月10日,2695.54 ,2693.25 ,"2,711.31","2,671.94",3.00B,0.13%
2017年10月9日,2692.08 ,2736.83 ,"2,743.36","2,688.54",4.15B,0.74%
2017年9月29日,2672.33 ,2661.52 ,"2,682.17","2,660.86",2.02B,0.42%
2017年9月28日,2661.28 ,2661.54 ,"2,663.70","2,653.46",2.17B,-0.01%
2017年9月27日,2661.55 ,2674.41 ,"2,677.74","2,659.60",2.01B,-0.65%
2017年9月26日,2678.99 ,2673.54 ,"2,681.23","2,673.40",1.93B,-0.06%
2017年9月25日,2680.65 ,2672.95 ,"2,682.75","2,667.31",3.20B,0.06%
2017年9月22日,2679.05 ,2666.67 ,"2,686.41","2,662.84",2.64B,0.13%
2017年9月21日,2675.55 ,2664.05 ,"2,690.36","2,660.53",3.18B,0.49%
2017年9月20日,2662.63 ,2667.24 ,"2,675.21","2,661.87",2.54B,-0.30%
2017年9月19日,2670.69 ,2680.72 ,"2,687.18","2,661.61",3.01B,-0.13%
2017年9月18日,2674.18 ,2670.20 ,"2,694.06","2,670.20",3.31B,0.22%
2017年9月15日,2668.38 ,2669.65 ,"2,677.53","2,659.73",3.46B,-0.17%
2017年9月14日,2672.84 ,2688.40 ,"2,694.78","2,666.82",2.86B,-0.55%
2017年9月13日,2687.67 ,2690.56 ,"2,694.41","2,676.25",2.12B,-0.18%
2017年9月12日,2692.54 ,2682.25 ,"2,695.53","2,672.28",3.08B,0.67%
2017年9月11日,2674.75 ,2691.34 ,"2,708.42","2,673.62",2.91B,-0.44%
2017年9月8日,2686.69 ,2692.80 ,"2,701.57","2,681.44",2.45B,-0.19%
2017年9月7日,2691.83 ,2716.13 ,"2,717.56","2,690.88",2.76B,-0.83%
2017年9月6日,2714.33 ,2721.95 ,"2,725.24","2,703.65",3.11B,-0.57%
2017年9月5日,2729.85 ,2712.76 ,"2,738.59","2,711.17",3.05B,0.68%
2017年9月4日,2711.35 ,2703.33 ,"2,713.73","2,691.78",3.32B,0.05%
2017年9月1日,2710.12 ,2716.05 ,"2,734.77","2,700.16",4.31B,-0.17%
2017年8月31日,2714.63 ,2729.47 ,"2,735.43","2,701.88",4.02B,-0.50%
2017年8月30日,2728.23 ,2740.00 ,"2,762.07","2,720.66",4.21B,-0.40%
2017年8月29日,2739.13 ,2734.45 ,"2,746.10","2,726.22",3.53B,0.10%
2017年8月28日,2736.46 ,2715.47 ,"2,766.79","2,715.47",6.05B,1.12%
2017年8月25日,2706.24 ,2645.45 ,"2,706.70","2,645.45",4.75B,2.26%
2017年8月24日,2646.40 ,2659.65 ,"2,675.20","2,641.83",2.99B,-0.50%
2017年8月23日,2659.78 ,2641.79 ,"2,673.39","2,639.66",3.47B,0.62%
2017年8月22日,2643.50 ,2624.41 ,"2,644.20","2,620.16",2.71B,1.02%
2017年8月21日,2616.82 ,2619.04 ,"2,628.80","2,610.26",1.94B,0.14%
2017年8月18日,2613.26 ,2601.88 ,"2,621.97","2,595.86",1.99B,0.35%
2017年8月17日,2604.08 ,2599.04 ,"2,606.68","2,591.54",2.06B,0.35%
2017年8月16日,2595.00 ,2601.47 ,"2,602.10","2,586.34",2.04B,-0.39%
2017年8月15日,2605.24 ,2593.07 ,"2,623.08","2,592.92",2.79B,0.53%
2017年8月14日,2591.45 ,2572.30 ,"2,598.38","2,567.60",2.61B,0.82%
2017年8月11日,2570.26 ,2592.04 ,"2,599.71","2,566.57",3.52B,-1.57%
2017年8月10日,2611.34 ,2617.99 ,"2,635.35","2,590.86",2.82B,-0.34%
2017年8月9日,2620.38 ,2630.67 ,"2,634.43","2,618.81",2.47B,-0.56%
2017年8月8日,2635.18 ,2632.04 ,"2,639.24","2,622.26",2.58B,0.04%
2017年8月7日,2634.18 ,2621.55 ,"2,641.34","2,613.82",2.61B,0.24%
2017年8月4日,2627.80 ,2644.45 ,"2,653.81","2,627.25",2.80B,-0.70%
2017年8月3日,2646.22 ,2676.35 ,"2,689.94","2,644.99",3.18B,-1.28%
2017年8月2日,2680.63 ,2679.34 ,"2,696.64","2,675.20",4.22B,-0.04%
2017年8月1日,2681.81 ,2640.87 ,"2,681.93","2,638.02",3.38B,1.66%
2017年7月31日,2638.12 ,2633.88 ,"2,649.29","2,626.18",2.86B,0.07%
2017年7月28日,2636.39 ,2627.16 ,"2,642.69","2,619.04",2.19B,-0.01%
2017年7月27日,2636.63 ,2632.00 ,"2,638.94","2,610.58",3.07B,0.02%
2017年7月26日,2636.20 ,2642.26 ,"2,665.15","2,617.55",3.54B,-0.26%
2017年7月25日,2643.07 ,2656.48 ,"2,667.79","2,639.61",3.42B,-0.43%
2017年7月24日,2654.38 ,2636.55 ,"2,666.65","2,632.76",3.31B,0.57%
2017年7月21日,2639.21 ,2655.23 ,"2,661.48","2,635.00",2.97B,-0.98%
2017年7月20日,2665.45 ,2653.38 ,"2,666.04","2,643.64",3.76B,0.28%
2017年7月19日,2657.89 ,2621.11 ,"2,661.66","2,618.37",4.87B,1.28%
2017年7月18日,2624.31 ,2619.23 ,"2,637.53","2,596.12",3.94B,-0.27%
2017年7月17日,2631.41 ,2627.37 ,"2,663.28","2,594.42",6.09B,0.32%
2017年7月14日,2622.98 ,2600.76 ,"2,623.32","2,593.43",3.37B,0.85%
2017年7月13日,2600.95 ,2565.59 ,"2,601.47","2,563.22",4.29B,1.40%
2017年7月12日,2565.14 ,2570.91 ,"2,604.20","2,555.38",3.71B,-0.21%
2017年7月11日,2570.59 ,2543.72 ,"2,592.06","2,543.05",3.40B,0.80%
2017年7月10日,2550.11 ,2538.16 ,"2,557.47","2,530.93",2.53B,0.25%
2017年7月7日,2543.66 ,2542.91 ,"2,546.78","2,527.55",2.25B,-0.40%
2017年7月6日,2553.88 ,2543.91 ,"2,561.64","2,534.12",2.22B,0.23%
2017年7月5日,2548.10 ,2508.81 ,"2,551.41","2,507.92",2.06B,1.47%
2017年7月4日,2511.15 ,2531.53 ,"2,531.61","2,506.68",2.35B,-0.92%
2017年7月3日,2534.37 ,2550.50 ,"2,550.50","2,522.74",1.83B,-0.61%
2017年6月30日,2549.97 ,2543.79 ,"2,552.92","2,533.86",1.87B,-0.12%
2017年6月29日,2552.98 ,2541.35 ,"2,554.80","2,532.46",1.98B,0.60%
2017年6月28日,2537.64 ,2548.16 ,"2,560.86","2,537.24",2.82B,-0.67%
2017年6月27日,2554.70 ,2541.69 ,"2,558.10","2,529.24",2.70B,0.45%
2017年6月26日,2543.32 ,2531.28 ,"2,560.11","2,531.28",3.97B,0.56%
2017年6月23日,2529.10 ,2510.71 ,"2,530.56","2,496.66",2.94B,0.49%
2017年6月22日,2516.67 ,2491.92 ,"2,544.67","2,491.92",4.37B,0.78%
2017年6月21日,2497.25 ,2487.85 ,"2,498.19","2,468.51",2.04B,0.92%
2017年6月20日,2474.43 ,2489.20 ,"2,492.22","2,467.77",1.78B,-0.39%
2017年6月19日,2484.12 ,2455.03 ,"2,486.31","2,453.35",2.06B,1.28%
2017年6月16日,2452.79 ,2454.84 ,"2,466.69","2,448.31",1.65B,-0.37%
2017年6月15日,2461.97 ,2474.26 ,"2,481.80","2,453.13",2.07B,-0.62%
2017年6月14日,2477.32 ,2505.06 ,"2,505.20","2,471.62",2.18B,-1.50%
2017年6月13日,2515.14 ,2517.33 ,"2,519.15","2,499.73",1.75B,-0.24%
2017年6月12日,2521.17 ,2515.58 ,"2,545.04","2,512.14",2.57B,0.08%
2017年6月9日,2519.27 ,2506.76 ,"2,536.99","2,504.90",3.38B,0.49%
2017年6月8日,2507.03 ,2481.16 ,"2,508.93","2,475.74",2.21B,0.93%
2017年6月7日,2484.03 ,2468.55 ,"2,492.98","2,464.19",2.71B,0.73%
2017年6月6日,2466.01 ,2447.04 ,"2,466.31","2,444.19",1.75B,0.64%
2017年6月5日,2450.35 ,2468.94 ,"2,473.36","2,442.27",2.87B,-1.01%
2017年6月2日,2475.46 ,2494.37 ,"2,499.71","2,472.65",2.37B,-0.84%
2017年6月1日,2496.45 ,2476.21 ,"2,497.69","2,465.48",3.08B,0.70%
2017年5月31日,2479.08 ,2470.94 ,"2,502.85","2,462.26",2.99B,0.32%
2017年5月26日,2471.21 ,2467.90 ,"2,483.75","2,462.23",3.10B,-0.09%
2017年5月25日,2473.50 ,2399.36 ,"2,476.91","2,399.27",5.04B,2.74%
2017年5月24日,2407.57 ,2402.52 ,"2,413.42","2,382.19",2.28B,-0.18%
2017年5月23日,2411.80 ,2378.74 ,"2,412.03","2,376.64",3.46B,1.27%
2017年5月22日,2381.55 ,2359.97 ,"2,384.16","2,358.78",2.28B,0.84%
2017年5月19日,2361.66 ,2351.52 ,"2,363.36","2,351.52",1.43B,0.29%
2017年5月18日,2354.75 ,2348.87 ,"2,361.02","2,347.38",1.71B,-0.37%
2017年5月17日,2363.56 ,2377.12 ,"2,378.99","2,361.63",2.09B,-0.75%
2017年5月16日,2381.32 ,2376.90 ,"2,381.73","2,362.11",2.39B,-0.02%
2017年5月15日,2381.75 ,2380.27 ,"2,394.52","2,378.97",2.34B,0.27%
2017年5月12日,2375.45 ,2336.61 ,"2,375.64","2,335.37",2.89B,1.55%
2017年5月11日,2339.29 ,2318.05 ,"2,342.18","2,313.83",2.84B,0.62%
2017年5月10日,2324.92 ,2315.56 ,"2,337.05","2,315.56",2.23B,0.37%
2017年5月9日,2316.29 ,2312.85 ,"2,320.29","2,307.87",1.62B,-0.42%
2017年5月8日,2326.10 ,2309.24 ,"2,326.10","2,298.32",3.46B,0.24%
2017年5月5日,2320.60 ,2318.92 ,"2,320.60","2,297.45",3.10B,-0.21%
2017年5月4日,2325.43 ,2325.01 ,"2,332.09","2,317.14",2.08B,-0.19%
2017年5月3日,2329.77 ,2335.82 ,"2,342.14","2,324.19",1.87B,-0.30%
2017年5月2日,2336.79 ,2341.75 ,"2,350.51","2,334.88",1.62B,-0.44%
2017年4月28日,2347.04 ,2348.29 ,"2,348.29","2,331.82",2.07B,-0.20%
2017年4月27日,2351.64 ,2337.46 ,"2,352.68","2,327.47",2.98B,0.30%
2017年4月26日,2344.50 ,2345.63 ,"2,360.28","2,338.86",2.65B,-0.01%
2017年4月25日,2344.74 ,2337.52 ,"2,348.60","2,334.00",1.94B,0.12%
2017年4月24日,2341.93 ,2344.19 ,"2,344.19","2,323.67",3.11B,-0.24%
2017年4月21日,2347.67 ,2336.44 ,"2,350.87","2,333.23",2.71B,0.51%
2017年4月20日,2335.65 ,2324.37 ,"2,336.54","2,321.00",2.66B,0.46%
2017年4月19日,2325.04 ,2331.66 ,"2,335.99","2,311.66",2.79B,-0.53%
2017年4月18日,2337.35 ,2352.51 ,"2,352.79","2,336.77",2.38B,-0.86%
2017年4月17日,2357.52 ,2348.75 ,"2,359.18","2,334.89",2.64B,0.08%
2017年4月14日,2355.52 ,2367.78 ,"2,368.80","2,344.61",2.43B,-0.53%
2017年4月13日,2368.11 ,2369.61 ,"2,373.37","2,364.44",2.28B,-0.45%
2017年4月12日,2378.86 ,2378.93 ,"2,385.61","2,362.43",3.36B,-0.14%
2017年4月11日,2382.11 ,2374.92 ,"2,385.05","2,354.02",3.92B,0.12%
2017年4月10日,2379.16 ,2388.56 ,"2,391.95","2,377.43",3.13B,-0.38%
2017年4月7日,2388.27 ,2390.91 ,"2,394.05","2,379.33",3.62B,-0.09%
2017年4月6日,2390.39 ,2384.43 ,"2,395.12","2,376.15",3.93B,0.26%
2017年4月5日,2384.26 ,2369.49 ,"2,384.68","2,365.34",4.01B,1.04%
2017年3月31日,2359.75 ,2344.96 ,"2,361.32","2,340.77",2.95B,0.56%
2017年3月30日,2346.67 ,2350.92 ,"2,356.44","2,335.23",3.11B,-0.26%
2017年3月29日,2352.69 ,2358.00 ,"2,363.77","2,349.12",2.90B,-0.15%
2017年3月28日,2356.31 ,2368.15 ,"2,368.38","2,353.08",2.48B,-0.34%
2017年3月27日,2364.43 ,2364.74 ,"2,381.77","2,360.67",3.55B,-0.05%
2017年3月24日,2365.60 ,2350.69 ,"2,373.58","2,341.62",4.01B,0.77%
2017年3月23日,2347.43 ,2340.06 ,"2,356.27","2,334.12",2.67B,0.38%
2017年3月22日,2338.55 ,2347.86 ,"2,352.76","2,330.12",3.29B,-0.79%
2017年3月21日,2357.14 ,2352.21 ,"2,358.55","2,348.87",2.89B,0.30%
2017年3月20日,2350.07 ,2352.11 ,"2,355.53","2,337.53",2.71B,0.13%
2017年3月17日,2346.96 ,2371.61 ,"2,373.54","2,342.02",3.08B,-0.94%
2017年3月16日,2369.19 ,2362.36 ,"2,376.51","2,362.36",3.03B,0.50%
2017年3月15日,2357.31 ,2352.39 ,"2,357.85","2,345.44",2.11B,0.10%
2017年3月14日,2354.90 ,2353.72 ,"2,359.31","2,349.28",1.90B,0.00%
2017年3月13日,2354.89 ,2337.36 ,"2,355.22","2,328.62",2.46B,0.67%
2017年3月10日,2339.23 ,2343.31 ,"2,347.46","2,336.32",1.80B,-0.31%
2017年3月9日,2346.55 ,2352.75 ,"2,353.54","2,334.34",2.66B,-0.49%
2017年3月8日,2358.07 ,2353.62 ,"2,362.96","2,351.70",2.44B,0.08%
2017年3月7日,2356.29 ,2349.62 ,"2,356.96","2,347.17",2.03B,0.27%
2017年3月6日,2349.89 ,2346.04 ,"2,355.09","2,342.52",2.11B,0.12%
2017年3月3日,2347.15 ,2347.91 ,"2,350.67","2,338.85",2.05B,-0.33%
2017年3月2日,2354.91 ,2376.97 ,"2,380.24","2,354.14",2.31B,-0.72%
2017年3月1日,2371.93 ,2371.65 ,"2,383.51","2,368.62",2.79B,0.05%
2017年2月28日,2370.71 ,2369.47 ,"2,379.43","2,366.24",1.68B,0.01%
2017年2月27日,2370.56 ,2384.92 ,"2,387.82","2,365.47",2.38B,-0.81%
2017年2月24日,2389.88 ,2385.05 ,"2,390.39","2,377.10",2.57B,0.10%
2017年2月23日,2387.42 ,2397.56 ,"2,402.57","2,379.56",2.35B,-0.45%
2017年2月22日,2398.19 ,2397.49 ,"2,399.40","2,389.06",2.45B,0.05%
2017年2月21日,2396.88 ,2396.22 ,"2,410.35","2,393.37",3.26B,0.12%
2017年2月20日,2394.12 ,2361.76 ,"2,395.53","2,361.51",4.47B,1.33%
2017年2月17日,2362.71 ,2378.66 ,"2,389.32","2,361.00",3.11B,-0.59%
2017年2月16日,2376.76 ,2373.31 ,"2,378.45","2,366.16",2.96B,0.19%
2017年2月15日,2372.19 ,2375.62 ,"2,385.12","2,369.43",3.89B,-0.06%
2017年2月14日,2373.51 ,2381.10 ,"2,381.63","2,367.05",2.42B,-0.24%
2017年2月13日,2379.31 ,2369.70 ,"2,382.92","2,369.49",3.46B,0.47%
2017年2月10日,2368.18 ,2357.59 ,"2,374.48","2,357.21",3.93B,0.56%
2017年2月9日,2354.90 ,2345.84 ,"2,364.14","2,343.73",3.14B,0.36%
2017年2月8日,2346.43 ,2334.68 ,"2,347.10","2,323.91",2.42B,0.38%
2017年2月7日,2337.53 ,2343.66 ,"2,347.36","2,331.78",1.70B,-0.27%
2017年2月6日,2343.97 ,2346.44 ,"2,351.56","2,336.90",1.99B,0.17%
2017年2月3日,2339.99 ,2367.53 ,"2,368.91","2,338.20",1.45B,-1.02%
2017年1月26日,2364.02 ,2359.43 ,"2,371.93","2,359.43",1.86B,0.23%
2017年1月25日,2358.70 ,2349.52 ,"2,358.95","2,345.70",1.78B,0.27%
2017年1月24日,2352.42 ,2347.50 ,"2,357.17","2,343.46",2.01B,0.23%
2017年1月23日,2347.10 ,2350.55 ,"2,358.47","2,340.53",1.93B,0.00%
2017年1月20日,2347.18 ,2334.49 ,"2,350.26","2,333.47",1.75B,0.52%
2017年1月19日,2334.96 ,2335.66 ,"2,349.64","2,330.34",2.11B,-0.33%
2017年1月18日,2342.78 ,2330.14 ,"2,349.39","2,327.93",2.03B,0.57%
2017年1月17日,2329.59 ,2326.01 ,"2,332.84","2,320.03",1.92B,-0.33%
2017年1月16日,2337.39 ,2303.32 ,"2,343.27","2,282.24",5.93B,1.27%
2017年1月13日,2308.06 ,2293.47 ,"2,315.21","2,291.06",2.75B,0.55%
2017年1月12日,2295.40 ,2299.49 ,"2,310.78","2,294.32",2.21B,-0.22%
2017年1月11日,2300.47 ,2311.92 ,"2,317.66","2,299.31",2.69B,-0.52%
2017年1月10日,2312.60 ,2316.16 ,"2,321.00","2,309.94",2.41B,-0.25%
2017年1月9日,2318.34 ,2308.44 ,"2,321.69","2,307.16",2.65B,0.41%
2017年1月6日,2308.94 ,2323.01 ,"2,326.43","2,308.37",2.64B,-0.59%
2017年1月5日,2322.68 ,2322.42 ,"2,326.18","2,317.89",2.65B,0.02%
2017年1月4日,2322.21 ,2305.91 ,"2,324.56","2,304.17",2.61B,0.62%
2017年1月3日,2307.89 ,2285.27 ,"2,311.29","2,285.27",2.59B,0.92%
2016年12月30日,2286.90 ,2276.81 ,"2,286.99","2,272.50",2.55B,0.52%
2016年12月29日,2275.11 ,2273.22 ,"2,282.19","2,265.89",2.40B,-0.09%
2016年12月28日,2277.18 ,2286.41 ,"2,289.81","2,269.16",2.33B,-0.43%
2016年12月27日,2286.96 ,2291.23 ,"2,300.16","2,286.43",2.46B,-0.34%
2016年12月26日,2294.71 ,2266.38 ,"2,295.69","2,251.71",2.99B,0.71%
2016年12月23日,2278.48 ,2290.25 ,"2,291.72","2,271.13",3.31B,-0.59%
2016年12月22日,2292.04 ,2293.35 ,"2,298.19","2,280.79",2.92B,-0.23%
2016年12月21日,2297.37 ,2282.12 ,"2,304.60","2,282.00",4.02B,0.78%
2016年12月20日,2279.68 ,2293.40 ,"2,295.11","2,262.88",3.01B,-0.51%
2016年12月19日,2291.38 ,2299.71 ,"2,303.69","2,288.30",2.42B,-0.48%
2016年12月16日,2302.32 ,2302.87 ,"2,315.54","2,298.43",3.06B,-0.32%
2016年12月15日,2309.82 ,2346.77 ,"2,354.35","2,302.43",4.26B,-2.14%
2016年12月14日,2360.38 ,2369.50 ,"2,384.56","2,359.72",4.68B,-0.53%
2016年12月13日,2372.93 ,2373.79 ,"2,382.44","2,357.46",4.12B,-0.60%
2016年12月12日,2387.16 ,2408.09 ,"2,423.39","2,362.14",7.06B,-1.00%
2016年12月9日,2411.31 ,2374.30 ,"2,422.78","2,372.46",6.79B,1.36%
2016年12月8日,2379.00 ,2380.66 ,"2,387.17","2,374.47",3.97B,0.09%
2016年12月7日,2376.92 ,2367.42 ,"2,377.30","2,358.87",3.63B,0.35%
2016年12月6日,2368.68 ,2371.11 ,"2,382.20","2,367.00",4.26B,-0.28%
2016年12月5日,2375.26 ,2378.21 ,"2,386.43","2,363.13",7.24B,-1.71%
2016年12月2日,2416.51 ,2427.17 ,"2,430.83","2,401.06",7.76B,-0.61%
2016年12月1日,2431.31 ,2421.93 ,"2,448.67","2,417.96",7.36B,0.49%
2016年11月30日,2419.41 ,2435.81 ,"2,444.95","2,411.56",6.90B,-0.91%
2016年11月29日,2441.58 ,2398.67 ,"2,455.43","2,395.81",9.30B,1.60%
2016年11月28日,2403.14 ,2406.70 ,"2,427.59","2,398.41",7.76B,0.38%
2016年11月25日,2393.95 ,2371.70 ,"2,394.71","2,358.26",4.43B,1.06%
2016年11月24日,2368.73 ,2356.85 ,"2,382.95","2,355.80",3.72B,0.36%
2016年11月23日,2360.34 ,2355.32 ,"2,375.81","2,352.40",5.41B,0.31%
2016年11月22日,2353.00 ,2334.68 ,"2,357.57","2,334.68",6.60B,0.78%
2016年11月21日,2334.68 ,2304.77 ,"2,350.76","2,304.77",5.75B,1.19%
2016年11月18日,2307.27 ,2318.90 ,"2,323.72","2,304.55",3.45B,-0.41%
2016年11月17日,2316.72 ,2306.41 ,"2,317.54","2,297.74",3.55B,0.29%
2016年11月16日,2309.94 ,2312.50 ,"2,314.85","2,302.14",3.26B,-0.04%
2016年11月15日,2310.90 ,2315.80 ,"2,319.07","2,306.23",3.45B,-0.30%
2016年11月14日,2317.77 ,2304.61 ,"2,338.58","2,303.97",6.17B,0.40%
2016年11月11日,2308.43 ,2285.61 ,"2,315.96","2,284.29",5.69B,0.83%
2016年11月10日,2289.45 ,2279.94 ,"2,297.97","2,279.94",3.46B,1.13%
2016年11月9日,2263.92 ,2281.12 ,"2,281.59","2,244.43",3.74B,-0.81%
2016年11月8日,2282.42 ,2284.01 ,"2,294.62","2,276.74",3.26B,0.24%
2016年11月7日,2276.95 ,2271.96 ,"2,279.55","2,265.36",2.60B,0.22%
2016年11月4日,2271.93 ,2271.85 ,"2,284.95","2,266.92",3.62B,-0.07%
2016年11月3日,2273.63 ,2241.44 ,"2,283.25","2,239.87",4.09B,1.29%
2016年11月2日,2244.74 ,2256.12 ,"2,259.19","2,242.77",2.23B,-0.83%
2016年11月1日,2263.48 ,2250.49 ,"2,263.62","2,246.95",2.20B,0.58%
2016年10月31日,2250.47 ,2247.99 ,"2,253.80","2,236.20",1.98B,-0.15%
2016年10月28日,2253.80 ,2252.38 ,"2,271.91","2,249.49",2.82B,0.16%
2016年10月27日,2250.26 ,2254.32 ,"2,256.21","2,243.63",2.34B,-0.30%
2016年10月26日,2257.12 ,2263.69 ,"2,266.88","2,254.63",2.71B,-0.40%
2016年10月25日,2266.17 ,2270.02 ,"2,274.38","2,258.92",3.24B,-0.21%
2016年10月24日,2270.95 ,2245.46 ,"2,285.08","2,243.81",4.96B,1.35%
2016年10月21日,2240.75 ,2221.38 ,"2,246.58","2,221.04",3.57B,0.78%
2016年10月20日,2223.42 ,2222.63 ,"2,228.94","2,218.97",1.98B,0.09%
2016年10月19日,2221.53 ,2222.78 ,"2,230.83","2,217.63",2.94B,-0.06%
2016年10月18日,2222.78 ,2189.93 ,"2,224.34","2,189.93",3.18B,1.36%
2016年10月17日,2192.88 ,2207.35 ,"2,209.14","2,189.27",2.32B,-0.77%
2016年10月14日,2209.81 ,2199.56 ,"2,211.09","2,196.26",2.40B,0.35%
2016年10月13日,2202.12 ,2201.34 ,"2,204.89","2,194.60",1.83B,0.05%
2016年10月12日,2201.00 ,2205.44 ,"2,205.44","2,196.85",1.55B,-0.37%
2016年10月11日,2209.23 ,2205.35 ,"2,212.43","2,202.12",2.12B,0.29%
2016年10月10日,2202.87 ,2187.65 ,"2,204.33","2,185.47",1.93B,1.17%
2016年9月30日,2177.35 ,2171.94 ,"2,182.61","2,171.49",921.90M,0.09%
2016年9月29日,2175.37 ,2170.99 ,"2,183.17","2,170.84",1.19B,0.40%
2016年9月28日,2166.72 ,2177.41 ,"2,177.41","2,165.33",928.80M,-0.45%
2016年9月27日,2176.45 ,2163.38 ,"2,176.77","2,162.44",1.26B,0.42%
2016年9月26日,2167.26 ,2190.39 ,"2,190.39","2,166.82",1.69B,-1.32%
2016年9月23日,2196.29 ,2202.70 ,"2,203.66","2,195.08",1.17B,-0.20%
2016年9月22日,2200.70 ,2195.25 ,"2,210.79","2,192.49",1.54B,0.62%
2016年9月21日,2187.15 ,2184.42 ,"2,191.81","2,180.50",1.24B,0.13%
2016年9月20日,2184.21 ,2190.10 ,"2,190.72","2,181.02",1.10B,-0.24%
2016年9月19日,2189.46 ,2178.76 ,"2,191.22","2,178.76",1.41B,0.59%
2016年9月14日,2176.52 ,2184.11 ,"2,187.95","2,172.40",1.82B,-0.76%
2016年9月13日,2193.19 ,2197.38 ,"2,199.24","2,185.82",1.50B,-0.31%
2016年9月12日,2199.98 ,2201.68 ,"2,202.90","2,175.33",3.45B,-1.32%
2016年9月9日,2229.31 ,2236.39 ,"2,241.61","2,228.66",1.74B,-0.33%
2016年9月8日,2236.63 ,2234.95 ,"2,239.17","2,230.82",1.42B,0.00%
2016年9月7日,2236.55 ,2233.03 ,"2,246.37","2,230.58",2.21B,0.18%
2016年9月6日,2232.45 ,2227.44 ,"2,241.52","2,217.48",2.13B,0.17%
2016年9月5日,2228.72 ,2230.41 ,"2,240.49","2,224.93",1.78B,-0.05%
2016年9月2日,2229.89 ,2216.29 ,"2,231.46","2,215.64",2.04B,0.43%
2016年9月1日,2220.40 ,2230.36 ,"2,235.65","2,219.25",1.90B,-0.55%
2016年8月31日,2232.71 ,2222.02 ,"2,237.66","2,218.65",1.70B,0.39%
2016年8月30日,2224.06 ,2215.84 ,"2,229.83","2,215.69",1.98B,0.44%
2016年8月29日,2214.26 ,2219.02 ,"2,220.13","2,205.12",1.99B,-0.23%
2016年8月26日,2219.31 ,2223.31 ,"2,232.29","2,215.62",1.64B,-0.13%
2016年8月25日,2222.15 ,2224.51 ,"2,226.00","2,205.01",2.18B,-0.45%
2016年8月24日,2232.21 ,2242.91 ,"2,244.88","2,227.56",1.81B,-0.43%
2016年8月23日,2241.95 ,2235.39 ,"2,256.33","2,232.44",2.30B,0.22%
2016年8月22日,2237.13 ,2249.08 ,"2,253.59","2,235.01",2.62B,-0.54%
2016年8月19日,2249.34 ,2241.67 ,"2,254.49","2,230.33",2.89B,0.21%
2016年8月18日,2244.72 ,2253.12 ,"2,274.45","2,235.05",3.39B,-0.40%
2016年8月17日,2253.74 ,2260.93 ,"2,270.37","2,241.94",3.08B,-0.18%
2016年8月16日,2257.70 ,2293.81 ,"2,302.33","2,253.41",6.12B,-1.31%
2016年8月15日,2287.66 ,2227.08 ,"2,310.28","2,225.62",6.37B,2.93%
2016年8月12日,2222.49 ,2177.80 ,"2,222.69","2,175.85",3.44B,2.09%
2016年8月11日,2177.06 ,2168.13 ,"2,205.88","2,168.13",2.66B,0.32%
2016年8月10日,2170.10 ,2175.13 ,"2,179.61","2,169.13",1.74B,-0.24%
2016年8月9日,2175.34 ,2159.31 ,"2,176.70","2,157.76",2.28B,0.73%
2016年8月8日,2159.67 ,2147.70 ,"2,159.95","2,137.52",1.68B,0.51%
2016年8月5日,2148.68 ,2142.34 ,"2,159.14","2,137.31",1.62B,0.23%
2016年8月4日,2143.84 ,2145.66 ,"2,146.60","2,130.17",1.50B,-0.09%
2016年8月3日,2145.79 ,2140.15 ,"2,149.89","2,136.60",1.53B,-0.12%
2016年8月2日,2148.45 ,2145.82 ,"2,151.29","2,138.19",1.26B,0.04%
2016年8月1日,2147.56 ,2151.54 ,"2,155.79","2,136.11",2.02B,-0.36%
2016年7月29日,2155.24 ,2163.64 ,"2,166.85","2,151.93",1.87B,-0.40%
2016年7月28日,2163.81 ,2160.16 ,"2,173.08","2,153.89",2.59B,-0.47%
2016年7月27日,2173.97 ,2182.72 ,"2,186.08","2,125.27",3.79B,-0.39%
2016年7月26日,2182.51 ,2156.81 ,"2,183.06","2,156.77",1.84B,1.06%
2016年7月25日,2159.55 ,2155.32 ,"2,167.51","2,152.09",1.45B,0.11%
2016年7月22日,2157.23 ,2175.97 ,"2,177.44","2,154.36",1.84B,-0.94%
2016年7月21日,2177.78 ,2168.48 ,"2,185.62","2,168.48",1.80B,0.49%
